new출발터미널,총이용시간,평균이용시간
109,55 days 08:53:29,0 days 00:17:56.751969390
110,24 days 02:54:46,0 days 00:14:58.700301854
112,6 days 02:44:33,0 days 00:14:18.980487804
113,20 days 06:20:48,0 days 00:15:10.477379095
114,3 days 02:46:46,0 days 00:22:06.137931034
115,15 days 21:01:44,0 days 00:18:45.269893355
116,25 days 11:18:00,0 days 00:13:21.412964311
117,50 days 05:03:48,0 days 00:20:59.282438316
118,43 days 22:09:59,0 days 00:18:03.356836996
119,34 days 08:31:15,0 days 00:21:06.328924914
120,47 days 15:11:37,0 days 00:19:36.528587764
121,36 days 23:04:55,0 days 00:16:18.099540581
123,33 days 06:42:27,0 days 00:19:49.142679900
124,40 days 03:08:05,0 days 00:23:19.227199354
125,45 days 16:43:28,0 days 00:21:21.469652710
126,34 days 19:12:17,0 days 00:17:25.821565217
127,37 days 17:54:13,0 days 00:17:18.615605095
128,17 days 14:04:42,0 days 00:14:12.683501683
129,30 days 13:31:45,0 days 00:12:42.768630849
130,3 days 12:21:05,0 days 00:19:19.026717557
131,18 days 12:52:12,0 days 00:13:52.397089397
132,44 days 00:14:38,0 days 00:18:13.294422081
134,32 days 17:38:30,0 days 00:16:40.109618104
135,34 days 11:18:45,0 days 00:13:39.797687861
136,39 days 02:15:50,0 days 00:14:07.616060225
137,11 days 00:59:32,0 days 00:16:49.494179894
138,38 days 17:26:29,0 days 00:18:02.844336569
139,35 days 23:15:30,0 days 00:14:23.018605942
140,34 days 17:14:34,0 days 00:14:39.927838075
141,18 days 07:51:10,0 days 00:16:15.643869377
142,29 days 13:53:20,0 days 00:12:30.984425506
143,13 days 14:34:19,0 days 00:19:26.328373015
144,15 days 01:58:47,0 days 00:22:40.257828810
145,8 days 10:56:26,0 days 00:22:32.937037037
146,6 days 09:59:23,0 days 00:15:11.781250
147,13 days 02:34:48,0 days 00:18:03.720574162
148,10 days 15:58:37,0 days 00:13:15.096635030
149,3 days 08:19:10,0 days 00:40:50.423728813
150,0 days 18:34:15,0 days 00:21:50.882352941
151,4 days 23:33:03,0 days 00:16:15.925170068
152,4 days 23:24:03,0 days 00:15:20.434689507
153,13 days 04:44:07,0 days 00:24:08.852604828
155,7 days 05:07:28,0 days 00:26:09.894206549
156,0 days 00:36:17,0 days 00:04:01.888888888
157,9 days 16:01:24,0 days 05:56:57.538461538
158,4 days 23:37:56,0 days 00:20:13.171830985
160,1 days 21:34:31,0 days 01:00:46.022222222
162,7 days 11:05:16,0 days 00:22:14.815734989
164,6 days 21:36:45,0 days 00:23:42.923627684
165,8 days 05:15:11,0 days 00:18:12.478461538
166,5 days 15:08:56,0 days 00:33:30.479338842
167,15 days 18:56:21,0 days 00:16:01.367864693
168,88 days 20:42:14,0 days 00:19:18.553493285
169,0 days 00:57:31,0 days 00:08:13
170,38 days 13:40:28,0 days 00:19:07.925594212
171,10 days 08:40:00,0 days 00:17:17.311703360
173,8 days 01:47:48,0 days 00:18:45.270967741
174,15 days 19:12:47,0 days 00:15:18.067921990
175,13 days 01:15:59,0 days 00:18:43.265936254
176,1 days 21:48:18,0 days 00:13:44.490000
177,10 days 00:57:50,0 days 00:24:32.784380305
178,22 days 11:53:19,0 days 00:20:11.720074812
179,10 days 08:31:17,0 days 00:12:55.283362218
180,13 days 07:06:43,0 days 00:25:56.643631436
181,11 days 14:53:44,0 days 00:16:49.069346733
182,2 days 20:27:29,0 days 00:27:01.375000
184,40 days 21:09:34,0 days 00:15:37.662330767
185,7 days 18:06:36,0 days 00:22:33.527272727
186,16 days 14:18:39,0 days 00:27:13.165148063
187,14 days 12:41:13,0 days 00:17:14.849958779
188,15 days 06:49:16,0 days 00:20:33.012138188
189,2 days 09:57:50,0 days 00:19:59.252873563
190,4 days 08:08:27,0 days 01:57:53.716981132
191,5 days 06:58:22,0 days 00:16:12.557446808
192,0 days 18:18:42,0 days 00:54:56.100000
193,6 days 19:10:37,0 days 00:28:32.644314868
194,8 days 19:04:39,0 days 00:20:21.670418006
195,9 days 15:09:25,0 days 00:26:58.998054474
197,12 days 13:59:06,0 days 00:17:09.494318181
198,6 days 18:56:49,0 days 00:25:47.781002638
199,11 days 13:35:21,0 days 00:24:14.615720524
200,5 days 23:34:05,0 days 00:20:04.766899766
201,15 days 03:40:27,0 days 00:23:49.287117903
202,12 days 01:00:41,0 days 00:15:21.559787422
204,10 days 06:04:29,0 days 00:22:06.151197604
205,13 days 06:11:14,0 days 00:17:56.573308270
206,7 days 19:48:15,0 days 00:27:53.502475247
207,9 days 04:01:34,0 days 00:19:06.301013024
208,4 days 21:11:31,0 days 00:24:56.067375886
209,7 days 02:30:37,0 days 00:27:57.150273224
210,3 days 15:25:01,0 days 00:24:58.576190476
211,11 days 07:29:18,0 days 00:20:37.162025316
212,27 days 13:33:43,0 days 00:31:31.678316123
213,14 days 11:44:14,0 days 00:16:05.936728395
214,12 days 05:34:13,0 days 00:18:32.476842105
215,15 days 18:39:45,0 days 00:20:34.769021739
216,33 days 14:31:54,0 days 00:16:02.384487901
218,9 days 13:31:44,0 days 00:21:39.220125786
219,8 days 14:15:41,0 days 00:28:34.875288683
220,62 days 00:24:10,0 days 00:17:38.315228125
221,18 days 08:46:42,0 days 00:18:51.006414825
222,68 days 15:36:26,0 days 00:15:53.292510446
223,8 days 04:05:44,0 days 00:22:09.461393596
224,12 days 00:12:54,0 days 00:21:41.849435382
226,4 days 15:50:46,0 days 00:12:39.709433962
227,29 days 02:16:59,0 days 00:22:42.503523035
228,7 days 22:55:03,0 days 00:18:19.684800
229,6 days 17:13:51,0 days 00:18:25.582857142
230,10 days 18:54:46,0 days 00:26:30.590443686
231,3 days 10:27:39,0 days 00:21:36.327510917
232,38 days 11:49:13,0 days 00:15:43.743757094
233,30 days 00:05:34,0 days 00:20:07.421518397
234,3 days 12:35:23,0 days 00:20:58.359504132
235,26 days 17:24:18,0 days 00:14:02.414447282
236,20 days 00:08:22,0 days 00:17:06.426365795
237,6 days 14:19:14,0 days 00:23:23.827586206
238,7 days 13:15:04,0 days 00:17:29.041800643
239,4 days 13:04:55,0 days 00:15:28.356973995
240,9 days 12:56:40,0 days 00:23:09.881956155
241,4 days 20:00:21,0 days 00:20:54.117117117
242,8 days 02:48:13,0 days 00:17:50.676335877
243,6 days 11:18:50,0 days 00:15:07.678571428
244,3 days 16:41:45,0 days 00:23:26.629955947
246,10 days 22:05:36,0 days 00:24:45.883464566
247,12 days 20:23:52,0 days 00:19:27.436382754
248,6 days 10:27:45,0 days 00:13:23.562138728
249,15 days 21:49:15,0 days 00:17:35.725806451
251,1 days 10:56:10,0 days 00:18:23.245614035
252,18 days 02:12:14,0 days 00:23:29.498647430
253,39 days 05:54:18,0 days 00:17:13.168190127
254,46 days 14:56:01,0 days 00:15:48.248822975
255,24 days 01:59:41,0 days 00:23:49.107829670
256,1 days 03:53:33,0 days 00:35:36.446808510
257,7 days 19:45:02,0 days 00:18:54.063758389
259,21 days 17:48:31,0 days 00:17:44.915532879
260,6 days 17:05:49,0 days 00:17:44.126605504
261,6 days 20:30:16,0 days 00:15:55.187096774
263,101 days 04:10:30,0 days 00:16:12.674974963
266,30 days 11:54:37,0 days 00:24:27.898050139
267,38 days 09:18:35,0 days 00:13:50.008758758
268,18 days 11:52:15,0 days 00:14:29.861186717
269,6 days 12:52:19,0 days 00:32:47.731707317
270,1 days 18:32:14,0 days 01:31:09.071428571
271,3 days 17:46:14,0 days 00:32:26.831325301
272,35 days 15:14:06,0 days 00:17:31.877690468
273,16 days 19:59:01,0 days 00:21:21.357709251
274,40 days 21:15:59,0 days 00:15:51.659213362
275,30 days 04:06:06,0 days 00:18:07.511889862
277,21 days 21:10:32,0 days 00:13:56.192835028
279,16 days 06:13:15,0 days 00:15:35.906062624
280,40 days 23:44:56,0 days 00:21:48.756836659
282,19 days 07:22:24,0 days 00:22:27.450726978
283,12 days 06:50:19,0 days 00:28:02.122028526
284,11 days 13:11:29,0 days 00:15:54.917703349
285,21 days 00:01:38,0 days 00:17:06.880588568
286,12 days 15:55:11,0 days 00:19:20.244962884
287,12 days 21:52:03,0 days 00:16:36.002678571
288,26 days 04:39:55,0 days 00:23:03.371026894
290,18 days 11:38:26,0 days 00:28:20.858359957
291,20 days 10:12:32,0 days 00:23:18.377179080
292,7 days 10:26:41,0 days 00:19:11.256272401
