new출발터미널,총이용시간,평균이용시간
243,3 days 10:40:50,0 days 00:14:45.863095238
244,2 days 05:15:51,0 days 00:27:05.008474576
246,11 days 09:19:58,0 days 00:40:23.640394088
247,162 days 19:32:52,0 days 06:25:36.796052631
248,4 days 10:11:56,0 days 00:16:00.592964824
249,8 days 06:00:06,0 days 00:16:04.554803788
251,1 days 14:19:08,0 days 00:22:32.431372549
252,10 days 02:26:22,0 days 00:25:15.246527777
253,22 days 00:02:34,0 days 00:15:50.001999
254,24 days 09:54:34,0 days 00:13:45.547553816
255,5 days 22:01:22,0 days 00:20:40.975728155
256,0 days 11:37:35,0 days 00:34:52.750000
257,4 days 20:49:44,0 days 00:23:36.107744107
259,14 days 06:55:51,0 days 00:18:01.990359333
260,6 days 01:16:46,0 days 00:20:24.838407494
261,3 days 04:30:38,0 days 00:17:47.589147286
263,58 days 14:20:09,0 days 00:14:40.029375977
266,19 days 05:45:07,0 days 00:23:49.326741186
267,27 days 06:44:58,0 days 00:15:17.873052959
268,12 days 12:11:25,0 days 00:14:43.634505314
269,3 days 06:04:22,0 days 00:28:13.144578313
270,0 days 13:33:29,0 days 00:58:06.357142857
271,0 days 18:48:51,0 days 00:27:31.975609756
272,12 days 14:11:34,0 days 00:13:17.576246334
273,9 days 01:32:27,0 days 00:18:00.202758620
274,23 days 07:10:05,0 days 00:15:55.389178927
275,17 days 17:04:42,0 days 00:19:51.808411214
277,14 days 02:28:39,0 days 00:13:51.186221009
279,10 days 23:36:59,0 days 00:17:26.327453142
280,19 days 15:10:59,0 days 00:18:17.902265372
282,8 days 22:36:22,0 days 00:20:44.093397745
283,4 days 22:06:42,0 days 00:28:34.524193548
284,7 days 00:27:40,0 days 00:14:12.967651195
285,11 days 09:49:51,0 days 00:17:04.730769230
286,5 days 06:04:50,0 days 00:15:32.012320328
287,6 days 19:20:21,0 days 00:14:40.270958083
288,32 days 05:38:05,0 days 00:51:48.353794642
290,6 days 02:38:16,0 days 00:21:37.041769041
291,7 days 05:31:56,0 days 00:15:39.422556390
292,4 days 02:38:00,0 days 00:18:15.925925925
