new출발터미널,총이용시간,평균이용시간
218,7 days 02:27:03,0 days 00:18:17.715563506
219,8 days 02:42:27,0 days 00:27:10.109302325
220,67 days 21:15:53,0 days 00:18:07.183132530
221,13 days 11:15:39,0 days 00:18:25.165242165
222,63 days 02:54:56,0 days 00:15:57.796979276
223,9 days 09:36:19,0 days 00:21:27.129952456
224,11 days 07:31:15,0 days 00:26:58.336092715
226,5 days 03:50:10,0 days 00:13:00.753064798
227,39 days 20:01:46,0 days 00:31:56.317371937
228,7 days 01:15:54,0 days 00:17:49.042105263
229,4 days 11:57:39,0 days 00:14:29.483221476
230,12 days 06:07:42,0 days 00:35:05.093439363
231,5 days 05:21:14,0 days 00:24:06.391025641
232,30 days 03:15:20,0 days 00:15:50.609711573
233,24 days 04:32:59,0 days 00:20:48.494026284
234,3 days 23:47:28,0 days 00:24:27.438297872
235,29 days 13:16:27,0 days 00:15:49.214498141
236,16 days 11:28:20,0 days 00:16:06.530889341
237,6 days 09:33:49,0 days 00:24:07.196335078
238,13 days 22:20:09,0 days 00:30:48.861751152
239,7 days 03:49:41,0 days 00:21:12.800411522
240,6 days 16:15:46,0 days 00:20:46.103671706
241,4 days 07:20:41,0 days 00:25:12.361788617
242,8 days 20:45:42,0 days 00:24:07.905482041
243,6 days 18:56:53,0 days 00:17:38.868231046
246,17 days 13:35:14,0 days 00:38:12.619335347
247,12 days 00:58:00,0 days 00:18:08.158995815
248,9 days 01:39:10,0 days 00:16:40.702426564
249,17 days 23:00:03,0 days 00:21:11.805737704
251,1 days 16:29:16,0 days 00:19:45.008130081
252,16 days 05:48:15,0 days 00:22:31.921965317
253,35 days 18:32:03,0 days 00:16:48.063600782
254,48 days 06:39:54,0 days 00:17:40.562929061
255,22 days 02:55:11,0 days 00:23:39.993313521
256,0 days 10:41:27,0 days 00:18:51.970588235
257,6 days 17:17:05,0 days 00:19:21.250000
259,23 days 10:13:07,0 days 00:16:57.078894472
260,9 days 16:13:41,0 days 00:33:20.050239234
261,6 days 19:46:09,0 days 00:22:01.903587443
263,77 days 16:40:34,0 days 00:15:19.692286614
266,33 days 17:07:20,0 days 00:27:30.334277620
267,40 days 01:56:53,0 days 00:15:46.695735374
268,15 days 23:49:25,0 days 00:14:09.793972939
269,6 days 10:27:37,0 days 00:25:57.582633053
270,0 days 01:56:42,0 days 00:06:51.882352941
271,1 days 15:02:23,0 days 00:22:18.504761904
272,35 days 19:45:25,0 days 00:21:00.230048859
273,14 days 21:31:02,0 days 00:20:03.986903648
274,36 days 03:54:55,0 days 00:15:59.906298003
275,38 days 18:04:09,0 days 00:24:31.757802197
277,21 days 23:16:51,0 days 00:15:00.906976744
279,15 days 07:22:40,0 days 00:18:11.221122112
280,37 days 11:25:09,0 days 00:23:40.758666081
282,14 days 09:57:48,0 days 00:20:46.714714714
283,9 days 06:05:23,0 days 00:26:42.250501002
284,10 days 22:33:15,0 days 00:14:27.947658402
285,24 days 15:37:48,0 days 00:18:48.705882352
286,10 days 19:19:56,0 days 00:23:51.895705521
287,12 days 02:44:06,0 days 00:17:56.796296296
288,23 days 06:11:32,0 days 00:22:02.034210526
290,15 days 03:49:33,0 days 00:26:31.461725394
291,17 days 04:49:59,0 days 00:21:56.385296722
292,13 days 12:56:11,0 days 00:38:50.221115537
