new출발터미널,총이용시간,평균이용시간
68,7 days 16:12:32,0 days 00:19:01.397590361
69,31 days 08:01:38,0 days 00:26:38.168831168
70,7 days 04:12:49,0 days 00:16:31.950400
71,7 days 04:59:56,0 days 00:22:33.904347826
72,32 days 01:10:56,0 days 00:27:57.199273167
73,84 days 22:55:02,0 days 00:27:16.224253232
74,25 days 17:10:50,0 days 00:20:35.734149054
75,79 days 15:40:02,0 days 00:22:21.259403625
76,5 days 17:59:53,0 days 00:16:00.914893617
77,34 days 05:20:16,0 days 00:22:36.960073428
78,28 days 02:53:44,0 days 00:17:14.763202725
79,10 days 12:07:18,0 days 00:18:06.991616766
80,27 days 20:28:41,0 days 00:19:29.917841516
81,29 days 13:42:19,0 days 00:18:53.513309671
82,11 days 02:15:33,0 days 00:18:37.171328671
83,11 days 12:55:06,0 days 00:24:13.215743440
84,11 days 17:00:17,0 days 00:20:58.230099502
85,17 days 18:51:29,0 days 00:14:47.746389370
86,35 days 01:18:34,0 days 00:18:07.119167264
87,51 days 23:47:48,0 days 00:29:04.492427184
89,8 days 12:32:34,0 days 00:18:19.035820895
90,29 days 20:41:01,0 days 00:38:46.475202885
91,1 days 12:06:49,0 days 00:24:37.375000
92,6 days 11:20:57,0 days 00:17:21.446927374
93,28 days 18:51:01,0 days 00:15:28.007835820
94,5 days 01:20:22,0 days 00:28:26.335937500
95,17 days 04:14:58,0 days 00:28:55.787134502
96,2 days 21:37:21,0 days 00:25:56.776397515
97,3 days 21:01:30,0 days 00:19:47.553191489
101,44 days 12:16:43,0 days 00:19:58.069470404
102,2 days 02:20:32,0 days 00:23:47.023622047
103,16 days 04:40:57,0 days 00:17:27.348053892
104,62 days 16:43:50,0 days 01:01:02.630155510
105,36 days 13:51:41,0 days 00:14:23.942318206
106,16 days 22:37:05,0 days 00:21:38.868677905
107,27 days 14:02:16,0 days 00:23:01.644057971
108,17 days 04:58:49,0 days 00:17:58.903483309
109,87 days 17:06:09,0 days 00:30:35.845203488
110,22 days 03:15:36,0 days 00:17:15.482403898
112,5 days 16:07:06,0 days 00:15:14.227611940
113,20 days 21:31:32,0 days 00:17:21.229527104
114,2 days 14:53:04,0 days 00:23:26.111801242
115,13 days 19:32:47,0 days 00:19:09.871868978
116,23 days 03:00:22,0 days 00:13:23.709573612
117,53 days 22:37:12,0 days 00:25:12.701071080
118,44 days 07:32:04,0 days 00:20:25.191680
119,33 days 10:32:24,0 days 00:23:03.027285782
120,35 days 07:58:44,0 days 00:18:29.677935296
121,35 days 12:56:22,0 days 00:18:16.636428571
123,31 days 09:07:07,0 days 00:22:39.011027568
124,29 days 17:08:56,0 days 00:18:35.747935680
125,41 days 22:45:32,0 days 00:20:05.699268130
126,32 days 18:39:31,0 days 00:19:17.796811120
127,31 days 22:32:25,0 days 00:18:22.054712460
128,16 days 08:51:24,0 days 00:17:12.324087591
129,29 days 08:37:25,0 days 00:14:55.075864502
130,2 days 05:04:59,0 days 00:20:09.487341772
131,17 days 10:31:40,0 days 00:14:51.011235955
132,35 days 13:00:56,0 days 00:17:02.936708860
134,35 days 11:42:45,0 days 00:20:29.416599839
135,35 days 22:50:26,0 days 00:16:51.470530771
136,37 days 06:58:37,0 days 00:15:37.694121071
137,13 days 15:35:07,0 days 00:25:02.301910828
138,38 days 17:17:07,0 days 00:21:44.768720748
139,35 days 20:09:20,0 days 00:16:11.927181418
140,36 days 13:03:54,0 days 00:19:35.077781912
141,21 days 14:15:32,0 days 00:20:09.158781594
142,28 days 01:16:13,0 days 00:14:21.020603907
143,11 days 10:56:12,0 days 00:22:06.772117962
144,11 days 12:02:58,0 days 00:21:04.348600508
145,5 days 20:10:35,0 days 00:19:55.817535545
146,7 days 18:40:11,0 days 00:17:25.118195956
147,11 days 09:18:15,0 days 00:20:42.291666666
148,13 days 14:25:30,0 days 00:24:17.977667493
149,2 days 13:12:41,0 days 00:33:23.281818181
150,1 days 00:21:14,0 days 00:26:05.607142857
151,4 days 16:44:14,0 days 00:17:59.398936170
152,4 days 20:43:59,0 days 00:14:02.162324649
153,7 days 23:33:37,0 days 00:24:02.713389121
155,6 days 22:25:25,0 days 00:28:17.237960339
156,0 days 05:57:45,0 days 00:27:31.153846153
157,2 days 20:35:41,0 days 01:19:08.865384615
158,3 days 10:24:23,0 days 00:17:13.668989547
160,2 days 06:53:27,0 days 00:51:27.609375
162,7 days 04:21:26,0 days 00:22:11.515021459
164,6 days 06:38:17,0 days 00:26:16.444767441
165,6 days 13:42:45,0 days 00:18:26.754385964
166,2 days 13:06:18,0 days 00:27:09.466666666
167,18 days 11:45:05,0 days 00:21:09.876788553
168,104 days 00:58:32,0 days 00:25:45.317517620
169,0 days 00:01:57,0 days 00:00:08.357142857
170,37 days 22:44:15,0 days 00:19:58.776965265
171,8 days 06:57:56,0 days 00:16:43.187675070
173,4 days 07:22:49,0 days 00:12:33.378542510
174,14 days 02:32:04,0 days 00:15:10.174757281
175,11 days 00:17:58,0 days 00:17:56.332579185
176,2 days 03:37:28,0 days 00:22:07.485714285
177,9 days 19:32:39,0 days 00:24:37.280487804
178,17 days 01:43:29,0 days 00:17:29.081792318
179,9 days 11:54:32,0 days 00:12:23.854941069
180,11 days 06:31:57,0 days 00:21:11.432114882
181,10 days 14:19:54,0 days 00:18:13.899641577
182,2 days 04:17:47,0 days 00:24:19.434108527
184,32 days 06:51:57,0 days 00:13:49.966379053
185,8 days 05:43:56,0 days 00:27:58.858490566
186,8 days 20:05:30,0 days 00:17:21.650750341
187,12 days 04:03:39,0 days 00:17:37.765593561
188,14 days 10:18:09,0 days 00:19:29.501876172
189,2 days 10:25:49,0 days 00:26:33.553030303
190,2 days 02:36:23,0 days 01:15:54.575000
191,7 days 10:50:46,0 days 00:24:29.968036529
192,0 days 21:03:17,0 days 00:52:38.208333333
193,4 days 14:24:54,0 days 00:24:10.708029197
194,8 days 03:09:06,0 days 00:23:56.699386503
195,10 days 02:30:59,0 days 00:32:59.725623582
197,9 days 12:35:09,0 days 00:19:22.300847457
198,6 days 20:33:16,0 days 00:27:25.544444444
199,12 days 14:28:21,0 days 00:26:41.325000
200,6 days 22:58:32,0 days 00:23:14.691415313
201,11 days 13:46:16,0 days 00:25:22.033485540
202,10 days 16:23:48,0 days 00:15:35.185410334
204,10 days 07:32:09,0 days 00:23:30.014240506
205,10 days 17:10:48,0 days 00:16:30.211764705
206,6 days 02:18:24,0 days 00:22:48.062337662
207,6 days 15:57:18,0 days 00:16:31.115318416
208,3 days 21:11:18,0 days 00:22:27.301204819
209,3 days 17:37:12,0 days 00:21:25.386454183
210,2 days 09:06:04,0 days 00:16:47.666666666
211,8 days 09:36:07,0 days 00:21:33.702317290
212,21 days 15:31:01,0 days 00:27:00.676776429
213,12 days 23:46:02,0 days 00:17:06.863677950
214,8 days 16:01:31,0 days 00:15:16.635250917
215,13 days 18:30:45,0 days 00:19:52.229458917
216,28 days 20:58:20,0 days 00:17:08.742268041
218,8 days 00:45:14,0 days 00:22:37.953033268
219,8 days 13:42:21,0 days 00:25:20.618069815
220,78 days 02:45:42,0 days 00:23:41.769959974
221,16 days 11:23:36,0 days 00:19:45.192339716
222,57 days 10:45:33,0 days 00:15:57.656376615
223,8 days 20:09:29,0 days 00:26:08.314168377
224,9 days 08:12:14,0 days 00:21:54.550488599
226,5 days 13:51:28,0 days 00:14:57.370577281
227,28 days 13:57:42,0 days 00:23:19.921768707
228,7 days 01:36:53,0 days 00:19:52.603515625
229,13 days 05:54:28,0 days 00:39:00.425357873
230,7 days 13:10:14,0 days 00:23:40.945533769
231,4 days 05:09:29,0 days 00:21:54.689530685
232,35 days 08:33:07,0 days 00:15:48.691614906
233,22 days 16:28:39,0 days 00:20:06.227076923
234,3 days 09:08:03,0 days 00:21:49.789237668
235,30 days 19:26:06,0 days 00:18:06.516734693
236,15 days 04:55:28,0 days 00:17:00.767676767
237,6 days 17:29:04,0 days 00:24:46.813299232
238,6 days 14:34:05,0 days 00:19:15.556680161
239,7 days 12:40:18,0 days 00:24:48.370709382
240,8 days 04:03:34,0 days 00:25:08.149572649
241,4 days 17:07:02,0 days 00:19:33.550432276
242,19 days 00:12:10,0 days 00:47:16.493955094
243,8 days 00:41:43,0 days 00:19:14.247920133
244,1 days 23:11:35,0 days 00:22:50.120967741
246,11 days 20:10:22,0 days 00:32:02.973684210
247,11 days 01:33:44,0 days 00:18:25.230057803
248,6 days 20:48:15,0 days 00:16:55.916095890
249,18 days 13:32:19,0 days 00:21:01.950432730
251,1 days 13:19:31,0 days 00:20:32.761467889
252,19 days 17:35:16,0 days 00:27:11.498564593
253,35 days 19:25:31,0 days 00:18:41.395795578
254,41 days 15:31:41,0 days 00:15:32.927404718
255,20 days 21:29:48,0 days 00:24:26.602761982
256,2 days 00:35:52,0 days 00:43:31.223880597
257,6 days 00:32:18,0 days 00:16:58.273972602
259,29 days 08:41:10,0 days 00:23:54.070096099
260,13 days 12:01:51,0 days 00:42:43.760439560
261,6 days 19:15:59,0 days 00:19:30.834661354
263,93 days 17:13:35,0 days 00:16:19.699334543
266,31 days 16:19:26,0 days 00:29:16.845956354
267,35 days 08:25:02,0 days 00:15:32.611297709
268,16 days 07:33:48,0 days 00:16:10.150034411
269,5 days 14:45:40,0 days 00:28:58.853046594
270,0 days 11:14:57,0 days 00:32:08.428571428
271,3 days 02:46:09,0 days 00:52:46.694117647
272,28 days 09:20:34,0 days 00:17:07.149916247
273,14 days 09:38:51,0 days 00:19:38.343750
274,45 days 02:03:13,0 days 00:20:44.932246724
275,27 days 03:27:08,0 days 00:20:03.298101590
277,21 days 13:19:21,0 days 00:16:58.240021869
279,12 days 06:13:09,0 days 00:15:38.997340425
280,41 days 04:34:05,0 days 00:24:21.537987679
282,19 days 04:48:39,0 days 00:24:38.537433155
283,10 days 02:28:02,0 days 00:26:53.460258780
284,10 days 03:02:56,0 days 00:14:01.323076923
285,18 days 12:46:56,0 days 00:17:04.450415866
286,13 days 10:30:55,0 days 00:25:11.790364583
287,10 days 16:51:49,0 days 00:16:09.296645702
288,25 days 07:33:53,0 days 00:25:33.823983169
290,15 days 06:09:39,0 days 00:25:04.770547945
291,18 days 06:44:00,0 days 00:21:42.093981863
292,10 days 18:35:37,0 days 00:30:07.644660194
