new출발터미널,총이용시간,평균이용시간
146,7 days 16:54:56,0 days 00:17:25.048665620
147,8 days 14:28:57,0 days 00:19:23.281690140
148,11 days 18:05:22,0 days 00:16:36.586849852
149,2 days 13:20:14,0 days 00:48:25.447368421
150,5 days 11:29:50,0 days 01:46:37.162162162
151,4 days 08:51:48,0 days 00:16:46.688000
152,6 days 09:25:34,0 days 00:16:00.580869565
153,7 days 10:40:59,0 days 00:19:55.648698884
155,5 days 11:51:24,0 days 00:23:16.129411764
156,0 days 03:53:13,0 days 00:13:43.117647058
157,1 days 04:04:30,0 days 00:33:01.764705882
158,4 days 00:01:57,0 days 00:20:04.588850174
160,1 days 12:33:12,0 days 00:44:45.551020408
162,5 days 22:11:26,0 days 00:21:22.922305764
164,5 days 04:40:22,0 days 00:24:03.157556270
165,8 days 18:37:00,0 days 00:19:46.572769953
166,4 days 04:01:15,0 days 00:40:32.939189189
167,14 days 23:54:28,0 days 00:17:45.516447368
168,68 days 07:01:59,0 days 00:16:46.227660300
169,0 days 02:41:19,0 days 00:08:57.722222222
170,35 days 04:49:13,0 days 00:18:09.309813753
171,8 days 22:04:26,0 days 00:17:10.302139037
173,5 days 19:00:03,0 days 00:17:40.175847457
174,11 days 15:34:26,0 days 00:15:01.851254480
175,9 days 13:00:57,0 days 00:16:26.192583732
176,2 days 22:41:58,0 days 00:22:33.819148936
177,10 days 10:03:52,0 days 00:24:09.648953301
178,15 days 22:07:22,0 days 00:17:38.186153846
179,7 days 16:55:12,0 days 00:11:32.728407908
180,12 days 22:44:00,0 days 00:27:59.639639639
181,8 days 02:29:51,0 days 00:17:05.169838945
182,3 days 02:19:38,0 days 00:25:37.804597701
184,30 days 13:36:45,0 days 00:14:30.469676994
185,8 days 14:51:01,0 days 00:30:38.669135802
186,12 days 16:50:16,0 days 00:21:07.224018475
187,14 days 13:34:18,0 days 00:18:19.089956331
188,13 days 08:52:53,0 days 00:19:09.425870646
189,2 days 04:20:11,0 days 00:29:37.462264150
190,1 days 19:48:45,0 days 00:43:48.750000
191,5 days 15:58:29,0 days 00:20:45.569974554
192,2 days 09:07:49,0 days 02:11:50.346153846
193,4 days 17:15:01,0 days 00:20:06.215976331
194,7 days 04:26:22,0 days 00:22:50.379690949
195,10 days 17:33:39,0 days 00:30:28.834319526
197,9 days 04:22:34,0 days 00:17:23.886842105
198,5 days 11:37:08,0 days 00:20:24.361757105
199,9 days 13:21:58,0 days 00:20:37.958020989
200,7 days 17:39:58,0 days 00:25:47.217592592
201,11 days 21:41:18,0 days 00:25:21.417159763
202,10 days 16:08:24,0 days 00:16:24.102454642
204,8 days 19:57:12,0 days 00:22:42.557142857
205,13 days 04:09:57,0 days 00:18:40.272637795
206,6 days 06:38:56,0 days 00:23:43.454068241
207,8 days 23:34:35,0 days 00:19:35.871212121
208,3 days 07:15:30,0 days 00:22:19.577464788
209,2 days 17:15:25,0 days 00:19:17.266009852
210,3 days 20:58:58,0 days 00:29:50.042780748
211,8 days 03:53:04,0 days 00:23:10.895463510
212,24 days 02:06:46,0 days 00:27:37.011146496
213,15 days 10:15:30,0 days 00:18:42.940185341
214,10 days 16:28:45,0 days 00:18:27.104316546
215,11 days 06:16:59,0 days 00:23:36.330422125
216,27 days 12:57:14,0 days 00:16:47.807708598
218,6 days 17:55:59,0 days 00:20:24.703781512
219,5 days 13:32:54,0 days 00:22:34.292957746
220,73 days 22:33:43,0 days 00:21:58.559958720
221,24 days 08:37:54,0 days 00:35:56.428278688
222,59 days 15:34:59,0 days 00:15:16.050302168
223,8 days 16:13:53,0 days 00:24:59.266000
224,8 days 19:17:22,0 days 00:22:40.719141323
226,4 days 10:37:58,0 days 00:12:31.228962818
227,29 days 22:50:07,0 days 00:27:08.575833857
228,7 days 08:17:09,0 days 00:22:02.143750
229,12 days 22:28:31,0 days 00:39:23.025369978
230,9 days 12:00:44,0 days 00:28:15.958677685
231,3 days 20:56:13,0 days 00:21:46.925781250
232,26 days 09:31:27,0 days 00:15:01.813760379
233,21 days 08:08:29,0 days 00:21:38.386619718
234,2 days 22:41:00,0 days 00:26:50.506329113
235,27 days 06:28:21,0 days 00:15:34.589845299
236,14 days 01:14:08,0 days 00:16:24.629359286
237,11 days 20:59:17,0 days 00:48:42.954415954
238,8 days 18:37:45,0 days 00:20:32.951219512
239,6 days 00:31:02,0 days 00:24:01.168975069
240,6 days 12:00:58,0 days 00:22:17.280952380
241,5 days 06:25:00,0 days 00:29:17.142857142
242,7 days 09:13:03,0 days 00:21:36.713414634
243,8 days 04:52:04,0 days 00:18:10.344615384
244,0 days 14:37:04,0 days 00:17:53.959183673
246,8 days 18:17:12,0 days 00:20:22.991922455
247,17 days 20:22:43,0 days 00:28:03.584061135
248,7 days 11:32:09,0 days 00:14:44.170998632
249,16 days 05:51:19,0 days 00:19:20.859387923
251,3 days 02:40:54,0 days 00:30:04.389261744
252,19 days 22:46:19,0 days 00:29:08.051724137
253,36 days 03:34:50,0 days 00:16:54.384540435
254,39 days 05:10:21,0 days 00:15:56.854278452
255,21 days 10:33:44,0 days 00:23:44.941538461
256,0 days 08:27:45,0 days 00:33:51
257,6 days 13:21:15,0 days 00:16:08.333333333
259,21 days 13:09:42,0 days 00:17:37.229982964
260,7 days 05:47:47,0 days 00:29:12.568627450
261,5 days 06:15:35,0 days 00:18:56.337500
263,89 days 10:06:10,0 days 00:15:35.913991520
266,25 days 15:22:24,0 days 00:23:08.930407523
267,38 days 12:30:13,0 days 00:17:03.750538295
268,14 days 19:56:12,0 days 00:14:54.188415910
269,5 days 16:50:40,0 days 00:24:48.338368580
270,0 days 16:01:45,0 days 00:35:37.222222222
271,0 days 19:02:34,0 days 00:15:52.138888888
272,26 days 20:26:01,0 days 00:17:11.552245442
273,24 days 02:54:47,0 days 00:32:33.221180880
274,35 days 05:50:28,0 days 00:16:32.835996087
275,36 days 01:31:35,0 days 00:25:57.947500
277,22 days 02:36:30,0 days 00:16:27.688728024
279,14 days 17:17:29,0 days 00:16:24.403250773
280,32 days 20:38:57,0 days 00:22:07.319775596
282,20 days 10:14:48,0 days 00:30:48.050261780
283,9 days 21:05:23,0 days 00:26:41.356472795
284,13 days 19:39:46,0 days 00:18:26.567191844
285,21 days 06:36:27,0 days 00:18:28.009041591
286,11 days 09:04:15,0 days 00:24:56.278538812
287,12 days 21:18:37,0 days 00:19:53.480171489
288,27 days 00:33:13,0 days 00:26:04.874664879
290,10 days 10:30:03,0 days 00:21:46.960869565
291,15 days 13:25:53,0 days 00:19:50.746678476
292,9 days 02:53:50,0 days 00:26:31.979797979
