new출발터미널,총이용시간,평균이용시간
191,4 days 22:25:05,0 days 00:17:07.240963855
192,0 days 20:42:27,0 days 00:41:24.900000
193,6 days 01:02:27,0 days 00:23:16.114973262
194,10 days 04:22:11,0 days 00:22:54.579687500
195,9 days 09:19:25,0 days 00:25:30.500000
197,9 days 07:54:59,0 days 00:19:13.217453505
198,6 days 12:14:53,0 days 00:20:36.248351648
199,8 days 07:15:12,0 days 00:23:43.238095238
200,6 days 09:26:18,0 days 00:19:30.292372881
201,12 days 07:29:52,0 days 00:24:41.604456824
202,19 days 19:53:05,0 days 00:19:24.639700883
204,13 days 08:05:23,0 days 00:23:15.064164648
205,15 days 15:14:39,0 days 00:17:52.977760127
206,7 days 15:11:35,0 days 00:27:20.534825870
207,9 days 06:11:36,0 days 00:20:28.718894009
208,7 days 12:08:34,0 days 00:24:33.895454545
209,7 days 01:41:18,0 days 00:25:54.396946564
210,5 days 16:50:54,0 days 00:23:15.620396600
211,10 days 05:15:05,0 days 00:21:40.301914580
212,19 days 09:04:20,0 days 00:27:15.019531250
213,10 days 15:35:52,0 days 00:16:56.742541436
214,10 days 16:42:41,0 days 00:22:33.090775988
215,4 days 20:01:25,0 days 00:22:44.983660130
216,28 days 11:42:17,0 days 00:15:57.346168805
218,7 days 19:44:07,0 days 00:19:01.633445945
219,4 days 13:56:36,0 days 00:22:21.681355932
220,52 days 13:06:20,0 days 00:16:37.797802197
221,15 days 18:17:05,0 days 00:20:10.511111111
222,66 days 13:50:07,0 days 00:16:01.746697876
223,18 days 14:31:58,0 days 00:31:00.553240740
224,14 days 07:51:02,0 days 00:23:20.296380090
226,5 days 10:24:35,0 days 00:16:32.547568710
227,25 days 22:54:35,0 days 00:23:15.441817050
228,9 days 12:28:20,0 days 00:21:27.167449139
229,4 days 21:07:42,0 days 00:14:59.066098081
230,7 days 22:25:00,0 days 00:21:14.163568773
231,7 days 01:59:52,0 days 00:20:11.865346534
232,51 days 10:14:53,0 days 00:18:34.165747241
233,28 days 12:42:02,0 days 00:19:53.666828087
234,5 days 05:50:37,0 days 00:27:45.577205882
235,23 days 21:56:26,0 days 00:13:40.240571655
236,14 days 10:21:30,0 days 00:17:07.092257001
237,8 days 03:40:41,0 days 00:32:25.969613259
238,11 days 21:56:46,0 days 00:23:57.717877094
239,6 days 06:27:27,0 days 00:20:45.165517241
240,4 days 13:06:36,0 days 00:20:35.207547169
241,3 days 19:37:41,0 days 00:17:20.570977917
242,7 days 12:13:03,0 days 00:27:18.340909090
243,6 days 03:03:28,0 days 00:20:03.200000
244,3 days 05:56:04,0 days 00:23:22.820000
246,9 days 19:35:14,0 days 00:19:46.173426573
247,25 days 17:53:18,0 days 00:33:27.579422382
248,8 days 06:36:36,0 days 00:16:27.563535911
249,16 days 15:41:42,0 days 00:19:48.193228736
251,3 days 09:10:18,0 days 00:33:35.296551724
252,15 days 06:31:22,0 days 00:25:18.391254315
253,25 days 03:14:15,0 days 00:14:33.202653799
254,39 days 11:47:55,0 days 00:14:05.829201784
255,20 days 20:47:43,0 days 00:24:04.601762820
256,0 days 19:03:43,0 days 00:39:26.310344827
257,9 days 04:09:51,0 days 00:25:33.058027079
259,21 days 07:48:06,0 days 00:17:49.347649448
260,5 days 07:45:50,0 days 00:16:00.229645093
261,4 days 07:37:58,0 days 00:14:50.400954653
263,70 days 10:49:11,0 days 00:13:43.674018944
266,27 days 07:56:19,0 days 00:27:08.537241379
267,36 days 19:52:28,0 days 00:16:02.476709013
268,19 days 00:29:13,0 days 00:16:50.672201722
269,4 days 10:16:28,0 days 00:20:26.243589743
270,1 days 21:16:43,0 days 01:30:33.433333333
271,1 days 14:50:26,0 days 00:17:23.477611940
272,29 days 11:58:34,0 days 00:14:52.719439579
273,10 days 06:36:22,0 days 00:14:41.610724925
274,33 days 12:55:50,0 days 00:15:59.202250910
275,30 days 11:47:33,0 days 00:21:57.226500
277,29 days 02:55:36,0 days 00:17:00.330900243
279,14 days 20:50:19,0 days 00:19:20.450767841
280,33 days 17:23:46,0 days 00:21:49.584719101
282,17 days 23:52:10,0 days 00:25:16.809756097
283,8 days 01:08:19,0 days 00:21:42.058052434
284,9 days 02:07:09,0 days 00:14:13.509782608
285,18 days 16:41:08,0 days 00:17:01.674889310
286,10 days 06:32:06,0 days 00:22:26.776934749
287,11 days 07:25:14,0 days 00:16:43.197125256
288,19 days 21:52:47,0 days 00:19:04.622089155
290,13 days 06:13:55,0 days 00:26:05.075136612
291,23 days 08:14:12,0 days 00:31:10.920222634
292,9 days 21:21:27,0 days 00:23:27.721581548
