new출발터미널,총이용시간,평균이용시간
270,1 days 08:39:19,0 days 00:34:59.267857142
271,1 days 08:12:16,0 days 00:18:03.514018691
272,61 days 06:56:47,0 days 00:29:19.271428571
273,15 days 10:15:30,0 days 00:18:56.342710997
274,44 days 03:54:48,0 days 00:18:07.400398974
275,30 days 04:45:04,0 days 00:18:01.718076285
277,27 days 05:24:18,0 days 00:17:03.165724227
279,14 days 08:26:35,0 days 00:15:33.028592927
280,36 days 00:37:08,0 days 00:20:32.723960396
282,15 days 07:10:22,0 days 00:19:27.687279151
283,11 days 18:01:37,0 days 00:30:13.030357142
284,11 days 07:27:36,0 days 00:15:17.611267605
285,26 days 11:08:52,0 days 00:22:41.841572364
286,13 days 21:10:03,0 days 00:25:43.633204633
287,12 days 09:30:01,0 days 00:17:03.901529636
288,20 days 16:32:52,0 days 00:18:28.228146311
290,17 days 07:12:27,0 days 00:28:32.195876288
291,18 days 19:22:45,0 days 00:22:14.125615763
292,9 days 19:15:48,0 days 00:25:07.024911032
