new출발터미널,총이용시간,평균이용시간
148,10 days 10:14:25,0 days 00:14:49.304047384
149,2 days 02:41:03,0 days 00:19:07.566037735
150,1 days 12:32:42,0 days 00:25:12.206896551
151,3 days 22:46:48,0 days 00:14:53.214659685
152,6 days 22:43:33,0 days 00:13:33.296747967
153,11 days 05:10:23,0 days 00:21:42.450268817
155,7 days 18:26:46,0 days 00:21:20.927480916
156,0 days 02:05:20,0 days 00:10:26.666666666
157,1 days 21:45:00,0 days 00:47:19.655172413
158,4 days 10:58:38,0 days 00:21:32.342281879
160,1 days 05:29:47,0 days 00:23:17.197368421
162,7 days 00:06:24,0 days 00:22:36.914798206
164,5 days 22:20:49,0 days 00:23:35.604972375
165,12 days 20:36:11,0 days 00:20:06.266015200
166,3 days 23:08:53,0 days 00:32:15.214689265
167,15 days 13:24:49,0 days 00:18:21.876229508
168,72 days 00:06:54,0 days 00:16:59.703982953
169,0 days 02:07:50,0 days 00:03:27.297297297
170,41 days 05:20:20,0 days 00:20:52.327707454
171,7 days 19:14:55,0 days 00:15:52.111581920
173,5 days 20:35:47,0 days 00:16:32.445098039
174,12 days 08:04:21,0 days 00:13:43.058687258
175,10 days 11:54:26,0 days 00:14:43.884990253
176,3 days 09:52:57,0 days 00:13:18.853658536
177,7 days 03:39:54,0 days 00:18:51.857142857
178,24 days 09:40:03,0 days 00:17:23.763861386
179,9 days 13:09:09,0 days 00:14:28.367368421
180,8 days 16:58:52,0 days 00:21:30.449399656
181,12 days 13:05:57,0 days 00:17:57.492047713
182,2 days 21:12:49,0 days 00:20:03.714975845
184,37 days 12:52:20,0 days 00:20:08.323397913
185,5 days 07:08:21,0 days 00:17:59.483490566
186,8 days 20:32:01,0 days 00:19:03.678624813
187,14 days 20:59:34,0 days 00:17:40.374587458
188,13 days 17:22:42,0 days 00:19:50.524096385
189,2 days 08:02:20,0 days 00:26:03.875968992
190,2 days 18:03:20,0 days 00:49:32.500000
191,6 days 11:54:05,0 days 00:22:13.123515439
192,1 days 12:55:54,0 days 01:07:08.909090909
193,4 days 10:30:04,0 days 00:17:39.127071823
194,10 days 18:12:17,0 days 00:22:19.390489913
195,9 days 11:16:31,0 days 00:24:13.269982238
197,9 days 08:30:53,0 days 00:17:26.959844559
198,9 days 21:34:01,0 days 00:26:26.717996289
199,9 days 08:41:15,0 days 00:22:28.125000
200,6 days 11:31:32,0 days 00:20:52.554809843
201,13 days 00:47:27,0 days 00:26:41.773826458
202,11 days 17:16:19,0 days 00:15:35.840110905
204,12 days 21:21:53,0 days 00:24:25.411842105
205,12 days 03:40:29,0 days 00:15:15.456843940
206,5 days 08:21:26,0 days 00:21:27.147632311
207,6 days 14:45:43,0 days 00:15:24.826860841
208,4 days 21:14:27,0 days 00:27:35.164705882
209,3 days 16:15:17,0 days 00:24:10.762557077
210,2 days 17:16:23,0 days 00:16:48.510729613
211,6 days 15:35:46,0 days 00:18:22.775431861
212,17 days 16:47:52,0 days 00:23:55.936150234
213,13 days 05:22:04,0 days 00:16:48.406001765
214,11 days 01:43:15,0 days 00:24:05.007552870
215,12 days 08:14:36,0 days 00:22:03.171215880
216,32 days 22:38:48,0 days 00:16:58.728704366
218,8 days 01:28:49,0 days 00:19:56.785223367
219,5 days 19:10:51,0 days 00:20:13.198547215
220,54 days 03:29:44,0 days 00:16:26.334387518
221,14 days 01:26:05,0 days 00:17:30.834775086
222,62 days 09:05:59,0 days 00:15:49.702026431
223,9 days 13:38:02,0 days 00:21:15.743827160
224,10 days 15:19:17,0 days 00:23:16.895136778
226,6 days 04:21:03,0 days 00:19:31.190789473
227,29 days 00:30:31,0 days 00:23:59.397818599
228,7 days 12:41:33,0 days 00:18:26.280612244
229,5 days 00:19:14,0 days 00:14:36.829959514
230,7 days 18:07:12,0 days 00:27:26.270270270
231,4 days 08:54:18,0 days 00:20:50.523178807
232,47 days 10:40:57,0 days 00:16:48.675442913
233,32 days 15:19:05,0 days 00:22:22.830952380
234,3 days 15:20:05,0 days 00:23:42.647058823
235,29 days 23:09:49,0 days 00:15:56.758684405
236,16 days 04:37:27,0 days 00:18:08.752529182
237,6 days 09:36:32,0 days 00:26:42.875362318
238,6 days 20:13:50,0 days 00:20:55.265392781
239,3 days 15:05:17,0 days 00:15:03.507204610
240,5 days 05:36:28,0 days 00:19:28.444444444
241,3 days 22:35:23,0 days 00:17:40.819314641
242,7 days 19:03:57,0 days 00:24:30.386462882
243,5 days 22:51:14,0 days 00:15:31.655797101
244,3 days 06:49:59,0 days 00:22:44.418269230
246,7 days 08:26:40,0 days 00:20:47.937131630
247,12 days 01:52:11,0 days 00:19:00.471038251
248,8 days 23:58:48,0 days 00:15:59.911111111
249,17 days 00:57:20,0 days 00:19:55
251,0 days 20:50:25,0 days 00:13:44.450549450
252,14 days 20:55:28,0 days 00:24:02.118967452
253,28 days 21:30:48,0 days 00:15:12.184143222
254,53 days 09:42:36,0 days 00:17:02.640957446
255,20 days 14:27:00,0 days 00:23:53.188405797
256,1 days 04:45:58,0 days 00:53:56.187500
257,7 days 20:42:48,0 days 00:19:56.070422535
259,22 days 08:51:26,0 days 00:17:46.603752759
260,6 days 19:25:49,0 days 00:17:42.001805054
261,5 days 18:38:21,0 days 00:18:54.320454545
263,76 days 12:40:55,0 days 00:14:41.607333333
266,23 days 23:09:14,0 days 00:21:57.146310432
267,58 days 15:53:35,0 days 00:24:45.902961008
268,20 days 04:24:17,0 days 00:17:34.964912280
269,3 days 05:31:11,0 days 00:17:25.209737827
270,5 days 19:09:27,0 days 02:10:27.609375
271,1 days 14:39:16,0 days 00:20:31.469026548
272,37 days 11:48:29,0 days 00:21:03.381045241
273,9 days 08:09:31,0 days 00:14:55.639289678
274,31 days 14:49:47,0 days 00:14:59.501810997
275,29 days 07:53:23,0 days 00:20:15.349160671
277,34 days 16:41:09,0 days 00:21:21.602821718
279,13 days 01:38:49,0 days 00:16:50.858549686
280,51 days 13:12:41,0 days 00:28:47.680760279
282,14 days 22:34:46,0 days 00:21:36.070281124
283,8 days 11:13:54,0 days 00:23:57.394891944
284,8 days 14:22:53,0 days 00:14:50.854916067
285,20 days 10:29:21,0 days 00:18:07.961182994
286,12 days 23:25:27,0 days 00:25:44.252066115
287,12 days 11:33:57,0 days 00:16:51.666979362
288,21 days 19:34:05,0 days 00:18:39.266627078
290,19 days 06:39:17,0 days 00:28:58.577244258
291,17 days 13:58:40,0 days 00:22:30.328888888
292,8 days 19:54:25,0 days 00:22:37.411032028
